"","State","County","Civ_Labor_Force_2023","Med_Household_Income_2023","Unemployment_Rate_2023"
"2183","OK","Nowata County, OK",4790,54339,3
"2184","OK","Okfuskee County, OK",4665,43544,4.1
"2185","OK","Oklahoma County, OK",417327,61580,3.2
"2186","OK","Okmulgee County, OK",16285,45754,4.2
"2187","OK","Osage County, OK",21473,58677,3.7
"2188","OK","Ottawa County, OK",15393,47855,3
"2189","OK","Pawnee County, OK",7677,54690,3.5
"2190","OK","Payne County, OK",40757,51236,3
"2191","OK","Pittsburg County, OK",16759,47930,4.5
"2192","OK","Pontotoc County, OK",19992,56077,3.1
"2193","OK","Pottawatomie County, OK",34153,52695,3.6
"2194","OK","Pushmataha County, OK",4718,39267,3.9
"2195","OK","Roger Mills County, OK",1854,55183,2.4
"2196","OK","Rogers County, OK",47584,72952,2.9
"2197","OK","Seminole County, OK",9743,44114,4.8
"2198","OK","Sequoyah County, OK",17329,47450,3.7
"2199","OK","Stephens County, OK",19980,55309,3.5
"2200","OK","Texas County, OK",12299,60719,2.1
"2201","OK","Tillman County, OK",2972,44333,4.7
"2202","OK","Tulsa County, OK",341418,63442,3.2
"2203","OK","Wagoner County, OK",40998,73851,3.2
"2204","OK","Washington County, OK",23307,61704,3.4
"2205","OK","Washita County, OK",5393,54789,3.1
"2206","OK","Woods County, OK",4644,54020,1.9
"2207","OK","Woodward County, OK",9041,61248,3
"2208","OR","Baker County, OR",7083,54382,4.3
"2209","OR","Benton County, OR",49345,70117,3
"2210","OR","Clackamas County, OR",225075,96915,3.4
"2211","OR","Clatsop County, OR",19668,63667,3.7
"2212","OR","Columbia County, OR",24967,77572,4.4
"2213","OR","Coos County, OR",26663,55983,4.5
"2214","OR","Crook County, OR",11175,69563,5.5
"2215","OR","Curry County, OR",9030,54595,4.6
"2216","OR","Deschutes County, OR",104662,84281,3.7
"2217","OR","Douglas County, OR",46962,55837,4.7
"2218","OR","Gilliam County, OR",939,69038,4.2
"2219","OR","Grant County, OR",3184,58348,5
"2220","OR","Harney County, OR",3624,56001,4.2
"2221","OR","Hood River County, OR",14178,75818,3
"2222","OR","Jackson County, OR",105402,68239,4.3
"2223","OR","Jefferson County, OR",10286,65600,4.6
"2224","OR","Josephine County, OR",35732,54983,5.1
"2225","OR","Klamath County, OR",29952,54961,5.2
"2226","OR","Lake County, OR",3605,54707,5
"2227","OR","Lane County, OR",182141,64192,4
"2228","OR","Lincoln County, OR",21205,57216,4.2
"2229","OR","Linn County, OR",60545,67265,4.1
"2230","OR","Malheur County, OR",12844,49380,3.7
"2231","OR","Marion County, OR",169991,70861,3.7
"2232","OR","Morrow County, OR",6099,67524,3.4
"2233","OR","Multnomah County, OR",465029,79432,3.6
"2234","OR","Polk County, OR",42696,77156,3.8
"2235","OR","Sherman County, OR",967,71460,3.8
"2236","OR","Tillamook County, OR",12166,64877,3.8
"2237","OR","Umatilla County, OR",38603,71012,4.1
"2238","OR","Union County, OR",12063,57091,3.9
"2239","OR","Wallowa County, OR",3585,61648,4.4
"2240","OR","Wasco County, OR",13174,60506,4
"2241","OR","Washington County, OR",332643,98706,3.2
"2242","OR","Wheeler County, OR",798,49716,2.8
"2243","OR","Yamhill County, OR",56047,77969,3.5
"2244","PA","Adams County, PA",55049,76554,2.6
"2245","PA","Allegheny County, PA",632239,71973,3.3
"2246","PA","Armstrong County, PA",31079,57609,3.9
"2247","PA","Beaver County, PA",81676,67135,4.1
"2248","PA","Bedford County, PA",24620,55517,3.5
"2249","PA","Berks County, PA",215039,72157,3.5
"2250","PA","Blair County, PA",59022,57884,3.3
"2251","PA","Bradford County, PA",28583,63529,3.3
"2252","PA","Bucks County, PA",353140,105202,3
"2253","PA","Butler County, PA",98706,81507,3.1
"2254","PA","Cambria County, PA",55335,54612,4.1
"2255","PA","Cameron County, PA",1904,50338,5
"2256","PA","Carbon County, PA",32782,64766,3.9
"2257","PA","Centre County, PA",79907,67654,2.7
"2258","PA","Chester County, PA",298501,117326,2.6
"2259","PA","Clarion County, PA",16015,57844,4.2
"2260","PA","Clearfield County, PA",35268,59318,3.9
"2261","PA","Clinton County, PA",17354,58892,4
"2262","PA","Columbia County, PA",34443,59127,3.6
"2263","PA","Crawford County, PA",37838,54774,3.7
"2264","PA","Cumberland County, PA",136651,81295,2.7
"2265","PA","Dauphin County, PA",147746,67813,3.2
"2266","PA","Delaware County, PA",301607,83856,3.2
"2267","PA","Elk County, PA",14514,57570,3.3
"2268","PA","Erie County, PA",126496,56489,3.8
"2269","PA","Fayette County, PA",54806,51494,4.5
"2270","PA","Forest County, PA",1715,43362,5.2
"2271","PA","Franklin County, PA",77172,73709,2.9
"2272","PA","Fulton County, PA",7353,64405,3.1
"2273","PA","Greene County, PA",15626,63082,3.7
"2274","PA","Huntingdon County, PA",19410,58170,4.3
"2275","PA","Indiana County, PA",36715,53040,4.1
"2276","PA","Jefferson County, PA",19421,54248,3.8
"2277","PA","Juniata County, PA",12638,62661,3.4
"2278","PA","Lackawanna County, PA",105523,61168,3.7
"2279","PA","Lancaster County, PA",291261,82434,2.7
"2280","PA","Lawrence County, PA",39162,58730,4.2
"2281","PA","Lebanon County, PA",75170,69490,2.8
"2282","PA","Lehigh County, PA",199532,72590,3.6
"2283","PA","Luzerne County, PA",158844,59358,4.3
"2284","PA","Lycoming County, PA",55485,61729,3.5
"2285","PA","McKean County, PA",16704,58112,4.4
"2286","PA","Mercer County, PA",47803,57702,3.8
"2287","PA","Mifflin County, PA",21289,57096,3.5
"2288","PA","Monroe County, PA",82516,79824,4.5
"2289","PA","Montgomery County, PA",470309,106743,2.8
"2290","PA","Montour County, PA",9383,76229,2.7
"2291","PA","Northampton County, PA",166162,75468,3.5
"2292","PA","Northumberland County, PA",42698,57822,4
"2293","PA","Perry County, PA",25022,67834,2.9
"2294","PA","Philadelphia County/city, PA",742808,56385,4.2
"2295","PA","Pike County, PA",25951,81886,4.6
"2296","PA","Potter County, PA",6849,53935,4.8
"2297","PA","Schuylkill County, PA",66134,63680,4
"2298","PA","Snyder County, PA",19830,62382,3.4
"2299","PA","Somerset County, PA",32542,50516,4
"2300","PA","Sullivan County, PA",2587,59957,3.9
"2301","PA","Susquehanna County, PA",20470,63413,3.2
"2302","PA","Tioga County, PA",18772,61190,3.8
"2303","PA","Union County, PA",19886,65521,2.9
"2304","PA","Venango County, PA",21007,52449,4.2
"2305","PA","Warren County, PA",17434,56707,3.7
"2306","PA","Washington County, PA",104575,70751,3.4
"2307","PA","Wayne County, PA",22898,56973,3.9
"2308","PA","Westmoreland County, PA",175548,71152,3.5
"2309","PA","Wyoming County, PA",13563,67643,3.7
"2310","PA","York County, PA",240265,79938,3
"2311","RI","Bristol County, RI",26730,101158,2.5
"2312","RI","Kent County, RI",94241,84230,2.7
"2313","RI","Newport County, RI",45403,92795,2.6
"2314","RI","Providence County, RI",336591,74190,3.3
"2315","RI","Washington County, RI",70883,99015,2.5
"2316","SC","Abbeville County, SC",9565,50325,3.7
"2317","SC","Aiken County, SC",74151,67728,3
"2318","SC","Allendale County, SC",2323,35249,5.3
"2319","SC","Anderson County, SC",94227,62708,2.8
"2320","SC","Bamberg County, SC",4585,37952,5.3
"2321","SC","Barnwell County, SC",7660,45080,4.3
"2322","SC","Beaufort County, SC",79850,83687,2.8
"2323","SC","Berkeley County, SC",115330,79259,2.7
"2324","SC","Calhoun County, SC",6600,55642,3.3
"2325","SC","Charleston County, SC",226376,79969,2.4
"2326","SC","Cherokee County, SC",23381,50403,4.2
"2327","SC","Chester County, SC",13740,53488,3.9
"2328","SC","Chesterfield County, SC",21385,44574,3.2
"2329","SC","Clarendon County, SC",12128,46202,4
"2330","SC","Colleton County, SC",16326,47933,3.1
"2331","SC","Darlington County, SC",30455,50427,3.3
"2332","SC","Dillon County, SC",13042,37752,4.4
"2333","SC","Dorchester County, SC",83627,74730,2.6
"2334","SC","Edgefield County, SC",10387,61318,3.1
"2335","SC","Fairfield County, SC",9453,50743,4
"2336","SC","Florence County, SC",67625,52650,3
"2337","SC","Georgetown County, SC",26509,59457,3.3
"2338","SC","Greenville County, SC",268077,71833,2.6
"2339","SC","Greenwood County, SC",30030,49867,3.5
"2340","SC","Hampton County, SC",8112,43987,2.8
"2341","SC","Horry County, SC",158224,61375,3.4
"2342","SC","Jasper County, SC",13752,61838,2.6
"2343","SC","Kershaw County, SC",30234,61015,3
"2344","SC","Lancaster County, SC",44903,70113,3.3
"2345","SC","Laurens County, SC",30993,53847,3.2
"2346","SC","Lee County, SC",6527,41583,3.9
"2347","SC","Lexington County, SC",155871,73022,2.5
"2348","SC","McCormick County, SC",3464,56636,3.3
"2349","SC","Marion County, SC",12733,37244,4.4
"2350","SC","Marlboro County, SC",7499,39160,7.2
"2351","SC","Newberry County, SC",19032,55050,2.9
"2352","SC","Oconee County, SC",35721,61716,2.8
"2353","SC","Orangeburg County, SC",33392,42209,4.4
"2354","SC","Pickens County, SC",59768,55333,2.9
"2355","SC","Richland County, SC",203246,61010,3
"2356","SC","Saluda County, SC",8638,57291,2.8
"2357","SC","Spartanburg County, SC",158371,58535,2.9
"2358","SC","Sumter County, SC",41212,56937,3.8
"2359","SC","Union County, SC",11455,46461,4.1
"2360","SC","Williamsburg County, SC",10405,39757,4.8
"2361","SC","York County, SC",152682,83692,2.8
"2362","SD","Aurora County, SD",1501,61013,1.6
"2363","SD","Beadle County, SD",9242,59508,1.8
"2364","SD","Bennett County, SD",1072,49152,3.1
"2365","SD","Bon Homme County, SD",2873,62963,1.9
"2366","SD","Brookings County, SD",19313,71166,2
"2367","SD","Brown County, SD",20079,71731,2
"2368","SD","Brule County, SD",2621,60133,1.7
"2369","SD","Buffalo County, SD",701,30659,4.4
"2370","SD","Butte County, SD",5282,64528,1.9
"2371","SD","Campbell County, SD",773,65591,2.5
"2372","SD","Charles Mix County, SD",3914,54367,2.2
"2373","SD","Clark County, SD",2109,62559,2
"2374","SD","Clay County, SD",7296,55263,2.1
"2375","SD","Codington County, SD",16164,65009,1.8
"2376","SD","Corson County, SD",1286,39329,3
"2377","SD","Custer County, SD",4252,75336,2.5
"2378","SD","Davison County, SD",11097,63753,1.7
"2379","SD","Day County, SD",2659,62786,2.7
"2380","SD","Deuel County, SD",2321,77694,2.8
"2381","SD","Dewey County, SD",2296,50048,5.7
"2382","SD","Douglas County, SD",1492,73934,1.9
"2383","SD","Edmunds County, SD",2010,72004,2
"2384","SD","Fall River County, SD",3003,56976,2.6
"2385","SD","Faulk County, SD",1099,60853,1.8
"2386","SD","Grant County, SD",4458,70409,2.4
"2387","SD","Gregory County, SD",2121,49239,1.9
"2388","SD","Haakon County, SD",1081,58799,1.8
"2389","SD","Hamlin County, SD",3687,73995,1.8
"2390","SD","Hand County, SD",1821,64536,1.6
"2391","SD","Hanson County, SD",1792,79488,2.2
"2392","SD","Harding County, SD",727,65168,1.9
"2393","SD","Hughes County, SD",10023,79301,1.6
"2394","SD","Hutchinson County, SD",3677,64422,2.1
"2395","SD","Hyde County, SD",655,64416,1.8
"2396","SD","Jackson County, SD",1262,45190,3.2
"2397","SD","Jerauld County, SD",1196,57560,1.7
"2398","SD","Jones County, SD",523,60864,2.5
"2399","SD","Kingsbury County, SD",2756,64215,1.9
"2400","SD","Lake County, SD",6737,74668,1.9
"2401","SD","Lawrence County, SD",14551,67606,1.9
"2402","SD","Lincoln County, SD",38228,98387,1.6
"2403","SD","Lyman County, SD",1710,54199,2.8
"2404","SD","McCook County, SD",3172,70320,1.7
"2405","SD","McPherson County, SD",987,52850,2.4
"2406","SD","Marshall County, SD",2484,65643,2.5
"2407","SD","Meade County, SD",14617,71106,2.1
"2408","SD","Mellette County, SD",757,44702,3.2
"2409","SD","Miner County, SD",1280,64099,1.7
"2410","SD","Minnehaha County, SD",118749,75623,1.8
"2411","SD","Moody County, SD",4067,70603,2
"2412","SD","Oglala Lakota County, SD",3593,40683,5.8
"2413","SD","Pennington County, SD",60198,67573,1.9
"2414","SD","Perkins County, SD",1430,57148,2
"2415","SD","Potter County, SD",1059,72374,2.4
"2416","SD","Roberts County, SD",4739,57788,3.1
"2417","SD","Sanborn County, SD",1221,63266,1.8
"2418","SD","Spink County, SD",3012,61513,2.2
"2419","SD","Stanley County, SD",1955,81788,1.8
"2420","SD","Sully County, SD",828,76192,1.6
"2421","SD","Todd County, SD",3034,41862,3.4
"2422","SD","Tripp County, SD",3081,55946,1.6
"2423","SD","Turner County, SD",4838,74511,1.9
"2424","SD","Union County, SD",8726,85677,2.1
"2425","SD","Walworth County, SD",2075,57100,3.2
"2426","SD","Yankton County, SD",11915,62951,1.8
"2427","SD","Ziebach County, SD",962,40004,4.4
"2428","TN","Anderson County, TN",35580,64615,3.2
"2429","TN","Bedford County, TN",21848,70185,3.3
"2430","TN","Benton County, TN",6785,50635,4.1
"2431","TN","Bledsoe County, TN",4474,46207,5.3
"2432","TN","Blount County, TN",66080,69713,3
"2433","TN","Bradley County, TN",50251,62666,3.5
"2434","TN","Campbell County, TN",15098,44268,4.1
"2435","TN","Cannon County, TN",6984,63155,2.9
"2436","TN","Carroll County, TN",11765,52680,4.1
"2437","TN","Carter County, TN",24082,48912,3.7
"2438","TN","Cheatham County, TN",22947,78437,2.6
"2439","TN","Chester County, TN",8493,57732,3.1
"2440","TN","Claiborne County, TN",12803,41087,3.9
"2441","TN","Clay County, TN",2849,43441,4.4
"2442","TN","Cocke County, TN",14769,45361,4.5
"2443","TN","Coffee County, TN",25544,56519,3.4
"2444","TN","Crockett County, TN",6806,53598,3.3
"2445","TN","Cumberland County, TN",23766,53388,4.2
"2446","TN","Davidson County, TN",419758,72561,2.7
"2447","TN","Decatur County, TN",4359,52294,4.5
"2448","TN","DeKalb County, TN",7707,55392,4.1
"2449","TN","Dickson County, TN",28374,70192,2.7
"2450","TN","Dyer County, TN",16700,53715,3.5
"2451","TN","Fayette County, TN",19008,84328,3.6
"2452","TN","Fentress County, TN",7700,41147,3.8
"2453","TN","Franklin County, TN",19520,61417,3.5
"2454","TN","Gibson County, TN",21666,55608,3.5
"2455","TN","Giles County, TN",14738,54684,3.3
"2456","TN","Grainger County, TN",9787,51951,3.7
"2457","TN","Greene County, TN",28645,50410,4.2
"2458","TN","Grundy County, TN",5059,44219,4.5
"2459","TN","Hamblen County, TN",28092,56734,3.6
"2460","TN","Hamilton County, TN",188594,75127,3.2
"2461","TN","Hancock County, TN",2269,38024,4.4
"2462","TN","Hardeman County, TN",8807,44454,4.4
"2463","TN","Hardin County, TN",10152,42573,4
"2464","TN","Hawkins County, TN",23251,52819,3.9
"2465","TN","Haywood County, TN",8130,46351,4.4
"2466","TN","Henderson County, TN",11707,53822,3.7
"2467","TN","Henry County, TN",13629,51194,3.8
"2468","TN","Hickman County, TN",11921,56917,2.8
"2469","TN","Houston County, TN",3203,60581,4.6
"2470","TN","Humphreys County, TN",8874,58917,3.3
"2471","TN","Jackson County, TN",4793,43306,4.1
"2472","TN","Jefferson County, TN",24960,60785,3.5
"2473","TN","Johnson County, TN",7484,45495,3.2
"2474","TN","Knox County, TN",253277,70013,2.8
"2475","TN","Lake County, TN",1609,38088,4.3
"2476","TN","Lauderdale County, TN",9337,47575,5.1
"2477","TN","Lawrence County, TN",19325,55562,3.5
"2478","TN","Lewis County, TN",5529,53189,3.3
"2479","TN","Lincoln County, TN",16653,61591,3.2
"2480","TN","Loudon County, TN",24619,79683,3.3
"2481","TN","McMinn County, TN",21176,60950,4.2
"2482","TN","McNairy County, TN",8358,49706,4.7
"2483","TN","Macon County, TN",11863,56817,3.1
"2484","TN","Madison County, TN",48687,57070,3.3
"2485","TN","Marion County, TN",12665,58686,3.9
"2486","TN","Marshall County, TN",15744,64013,3.2
"2487","TN","Maury County, TN",53782,70225,2.8
"2488","TN","Meigs County, TN",4965,54257,5
"2489","TN","Monroe County, TN",20655,56047,3.6
"2490","TN","Montgomery County, TN",89396,67478,3.7
"2491","TN","Moore County, TN",3673,68086,2.5
"2492","TN","Morgan County, TN",7952,59967,4
"2493","TN","Obion County, TN",12919,50159,3.8
"2494","TN","Overton County, TN",10109,52108,3.5
"2495","TN","Perry County, TN",2830,46448,5.2
"2496","TN","Pickett County, TN",2131,47932,4.1
"2497","TN","Polk County, TN",7064,55146,3.9
"2498","TN","Putnam County, TN",35173,54996,3.5
"2499","TN","Rhea County, TN",13367,59207,4.5
"2500","TN","Roane County, TN",23993,63430,3.6
"2501","TN","Robertson County, TN",39904,77326,2.7
"2502","TN","Rutherford County, TN",199154,77320,2.6
"2503","TN","Scott County, TN",8176,44599,4.8
"2504","TN","Sequatchie County, TN",6330,56264,3.9
"2505","TN","Sevier County, TN",56065,59530,3
"2506","TN","Shelby County, TN",431889,61452,4.3
"2507","TN","Smith County, TN",9930,63960,3
"2508","TN","Stewart County, TN",5694,60242,3.6
"2509","TN","Sullivan County, TN",69003,54361,3.5
"2510","TN","Sumner County, TN",110576,87453,2.6
"2511","TN","Tipton County, TN",27320,68778,3.8
"2512","TN","Trousdale County, TN",5838,58584,3.1
"2513","TN","Unicoi County, TN",7070,52260,4.2
"2514","TN","Union County, TN",7912,51169,3.8
"2515","TN","Van Buren County, TN",2127,50260,4.5
"2516","TN","Warren County, TN",16767,52520,4.1
"2517","TN","Washington County, TN",61502,64270,3.3
"2518","TN","Wayne County, TN",6472,48321,4
"2519","TN","Weakley County, TN",15038,49815,3.6
"2520","TN","White County, TN",12060,49411,3.5
"2521","TN","Williamson County, TN",140569,133486,2.5
"2522","TN","Wilson County, TN",83551,88462,2.7
"2523","TX","Anderson County, TX",22844,60800,3.5
"2524","TX","Andrews County, TX",9373,68998,3
"2525","TX","Angelina County, TX",35036,56825,4.4
"2526","TX","Aransas County, TX",9522,60523,4.9
"2527","TX","Archer County, TX",4035,72062,3.5
"2528","TX","Armstrong County, TX",948,67548,3.3
"2529","TX","Atascosa County, TX",22990,59817,3.8
"2530","TX","Austin County, TX",14498,68630,3.7
"2531","TX","Bailey County, TX",2329,52751,4.7
"2532","TX","Bandera County, TX",10854,69284,3.5
"2533","TX","Bastrop County, TX",49984,73403,3.4
"2534","TX","Baylor County, TX",1883,49059,2.5
"2535","TX","Bee County, TX",9348,48176,5.1
"2536","TX","Bell County, TX",151178,62412,4.5
"2537","TX","Bexar County, TX",1004146,65839,3.7
"2538","TX","Blanco County, TX",7460,82236,2.8
"2539","TX","Borden County, TX",736,75186,1.8
"2540","TX","Bosque County, TX",8800,61048,3.5
"2541","TX","Bowie County, TX",38549,52460,4.2
"2542","TX","Brazoria County, TX",190151,86197,4.4
"2543","TX","Brazos County, TX",132605,60355,3.1
"2544","TX","Brewster County, TX",4417,52388,3.2
"2545","TX","Briscoe County, TX",613,53208,3.8
"2546","TX","Brooks County, TX",2295,35359,5.5
"2547","TX","Brown County, TX",15724,53455,4.3
"2548","TX","Burleson County, TX",9119,62095,3.6
"2549","TX","Burnet County, TX",26549,74897,3.1
"2550","TX","Caldwell County, TX",22091,60833,3.5
"2551","TX","Calhoun County, TX",12079,62742,3.3
"2552","TX","Callahan County, TX",6398,63836,3.6
"2553","TX","Cameron County, TX",181270,49583,5.4
"2554","TX","Camp County, TX",5138,52919,4.4
"2555","TX","Carson County, TX",3029,71902,3
"2556","TX","Cass County, TX",11998,54276,4.7
"2557","TX","Castro County, TX",3341,59958,3.1
"2558","TX","Chambers County, TX",21715,102146,5.4
"2559","TX","Cherokee County, TX",20774,50351,4.4
"2560","TX","Childress County, TX",3213,49200,2.8
"2561","TX","Clay County, TX",4876,66085,3.7
"2562","TX","Cochran County, TX",1138,45766,4
"2563","TX","Coke County, TX",1614,43774,3.3
"2564","TX","Coleman County, TX",3066,45834,4.6
"2565","TX","Collin County, TX",644705,113943,3.5
"2566","TX","Collingsworth County, TX",1109,52093,3.6
"2567","TX","Colorado County, TX",10572,59711,3.5
"2568","TX","Comal County, TX",84437,92979,3.6
"2569","TX","Comanche County, TX",6267,51559,3.6
"2570","TX","Concho County, TX",1339,51191,3.1
"2571","TX","Cooke County, TX",20583,66466,3.3
"2572","TX","Coryell County, TX",24964,63428,4.5
"2573","TX","Cottle County, TX",951,45351,2.6
"2574","TX","Crane County, TX",1726,67889,4.5
"2575","TX","Crockett County, TX",1503,71851,3.3
"2576","TX","Crosby County, TX",2429,46457,4.2
"2577","TX","Culberson County, TX",1246,52160,3.2
"2578","TX","Dallam County, TX",3903,61636,2.6
"2579","TX","Dallas County, TX",1461604,70871,3.8
"2580","TX","Dawson County, TX",4445,48801,4.2
"2581","TX","Deaf Smith County, TX",8959,55565,3.1
"2582","TX","Delta County, TX",2512,54587,4.5
"2583","TX","Denton County, TX",568450,102711,3.5
"2584","TX","DeWitt County, TX",9114,55525,3.3
"2585","TX","Dickens County, TX",608,47074,5.1
"2586","TX","Dimmit County, TX",6288,44312,3.2
"2587","TX","Donley County, TX",1447,44866,3.9
"2588","TX","Duval County, TX",4987,40539,4.4
"2589","TX","Eastland County, TX",6563,53351,4.6
"2590","TX","Ector County, TX",86162,64868,3.3
"2591","TX","Edwards County, TX",1264,50752,2.5
"2592","TX","Ellis County, TX",106348,89314,3.7
"2593","TX","El Paso County, TX",378938,53441,4.4
"2594","TX","Erath County, TX",21573,60093,3.5
"2595","TX","Falls County, TX",6941,47534,4.1
"2596","TX","Fannin County, TX",18049,60959,3.4
"2597","TX","Fayette County, TX",12198,70476,3.4
"2598","TX","Fisher County, TX",1633,57867,3.3
"2599","TX","Floyd County, TX",2438,45784,4.3
"2600","TX","Foard County, TX",577,47657,3.3
"2601","TX","Fort Bend County, TX",432297,105583,4
"2602","TX","Franklin County, TX",5157,56623,3.8
"2603","TX","Freestone County, TX",6584,56372,5.1
"2604","TX","Frio County, TX",9383,46769,3.3
"2605","TX","Gaines County, TX",10454,62465,2.9
"2606","TX","Galveston County, TX",174213,75947,4.3
"2607","TX","Garza County, TX",1981,50255,3.4
"2608","TX","Gillespie County, TX",14739,77013,2.6
"2609","TX","Glasscock County, TX",901,96533,2.4
"2610","TX","Goliad County, TX",3185,62841,3.7
"2611","TX","Gonzales County, TX",9505,57523,3.4
"2612","TX","Gray County, TX",7770,50648,4.1
"2613","TX","Grayson County, TX",69425,66141,3.7
"2614","TX","Gregg County, TX",58130,60932,4.2
"2615","TX","Grimes County, TX",11882,61188,4.4
"2616","TX","Guadalupe County, TX",87830,86043,3.4
"2617","TX","Hale County, TX",11434,49571,4.9
"2618","TX","Hall County, TX",1078,40677,4.3
"2619","TX","Hamilton County, TX",3844,59753,3.4
"2620","TX","Hansford County, TX",2804,69064,2.6
"2621","TX","Hardeman County, TX",1745,49539,4.8
"2622","TX","Hardin County, TX",25350,70432,4.9
"2623","TX","Harris County, TX",2414902,68748,4.3
"2624","TX","Harrison County, TX",28558,64636,4.7
"2625","TX","Hartley County, TX",2589,84165,2.1
"2626","TX","Haskell County, TX",2431,48587,3.8
"2627","TX","Hays County, TX",144229,89074,3.3
"2628","TX","Hemphill County, TX",1559,73212,3.5
"2629","TX","Henderson County, TX",39813,62843,4.1
"2630","TX","Hidalgo County, TX",378591,48825,6.1
"2631","TX","Hill County, TX",17982,57566,4
"2632","TX","Hockley County, TX",10768,56923,3.6
"2633","TX","Hood County, TX",30595,75545,3.7
"2634","TX","Hopkins County, TX",18918,64249,3.5
"2635","TX","Houston County, TX",10702,49741,3.2
"2636","TX","Howard County, TX",12906,59598,4.3
"2637","TX","Hudspeth County, TX",1906,39582,3.8
"2638","TX","Hunt County, TX",48174,68019,4.1
"2639","TX","Hutchinson County, TX",8486,65019,4.3
"2640","TX","Irion County, TX",798,77768,3.3
"2641","TX","Jack County, TX",3464,54132,3.6
"2642","TX","Jackson County, TX",7135,61953,3.3
"2643","TX","Jasper County, TX",12224,50763,6.3
"2644","TX","Jeff Davis County, TX",1005,58285,3.2
"2645","TX","Jefferson County, TX",103246,55065,6.3
"2646","TX","Jim Hogg County, TX",1851,43782,4.7
"2647","TX","Jim Wells County, TX",15787,48252,5.2
"2648","TX","Johnson County, TX",91344,76747,3.6
"2649","TX","Jones County, TX",5940,51894,4.6
"2650","TX","Karnes County, TX",6758,61860,3.1
"2651","TX","Kaufman County, TX",77440,92814,4.1
"2652","TX","Kendall County, TX",24335,120238,3.3
"2653","TX","Kenedy County, TX",127,43274,7.1
"2654","TX","Kent County, TX",606,58118,2.1
"2655","TX","Kerr County, TX",22557,59619,3.5
"2656","TX","Kimble County, TX",1794,51851,3.4
"2657","TX","King County, TX",497,87856,1
"2658","TX","Kinney County, TX",1261,52609,4.6
"2659","TX","Kleberg County, TX",13171,51342,4.6
"2660","TX","Knox County, TX",1522,47207,3.5
"2661","TX","Lamar County, TX",23849,62620,4.3
"2662","TX","Lamb County, TX",5091,53008,4.1
"2663","TX","Lampasas County, TX",9535,67917,3.8
"2664","TX","La Salle County, TX",4070,40555,2.6
"2665","TX","Lavaca County, TX",9299,58400,3.3
"2666","TX","Lee County, TX",9316,65911,3.2
"2667","TX","Leon County, TX",6558,56749,4.7
"2668","TX","Liberty County, TX",36244,61880,5.5
"2669","TX","Limestone County, TX",9103,51357,4.2
"2670","TX","Lipscomb County, TX",1457,70236,3.2
"2671","TX","Live Oak County, TX",5029,58576,3.8
"2672","TX","Llano County, TX",9812,59528,3.6
"2673","TX","Loving County, TX",1601,94716,0.3
"2674","TX","Lubbock County, TX",165713,59138,3.3
"2675","TX","Lynn County, TX",2876,56754,3.3
"2676","TX","McCulloch County, TX",3113,45915,4.1
"2677","TX","McLennan County, TX",129409,63160,3.7
"2678","TX","McMullen County, TX",829,67525,1.7
"2679","TX","Madison County, TX",4744,53906,4.6
"2680","TX","Marion County, TX",4348,47720,4.8
"2681","TX","Martin County, TX",2923,73315,2.7
"2682","TX","Mason County, TX",1853,59129,3.5
"2683","TX","Matagorda County, TX",17135,58380,5.4
"2684","TX","Maverick County, TX",23770,43407,7.5
"2685","TX","Medina County, TX",23213,70313,3.8
"2686","TX","Menard County, TX",849,44145,3.7
"2687","TX","Midland County, TX",111773,81187,2.5
"2688","TX","Milam County, TX",10911,54667,4.2
"2689","TX","Mills County, TX",1867,58068,3.9
"2690","TX","Mitchell County, TX",2338,48378,4
"2691","TX","Montague County, TX",9567,57076,3.5
"2692","TX","Montgomery County, TX",311467,95241,3.9
"2693","TX","Moore County, TX",11299,66583,2.7
"2694","TX","Morris County, TX",4543,49847,5.9
"2695","TX","Motley County, TX",506,46320,4
"2696","TX","Nacogdoches County, TX",28131,51708,4.3
"2697","TX","Navarro County, TX",23823,50822,4
"2698","TX","Newton County, TX",4990,47804,7.1
"2699","TX","Nolan County, TX",6859,50579,3.5
"2700","TX","Nueces County, TX",168426,60250,4.2
"2701","TX","Ochiltree County, TX",3987,69383,3.3
"2702","TX","Oldham County, TX",942,66411,3
"2703","TX","Orange County, TX",35460,63901,5.4
"2704","TX","Palo Pinto County, TX",13348,56809,3.7
"2705","TX","Panola County, TX",9639,59772,4.5
"2706","TX","Parker County, TX",76471,95277,3.3
"2707","TX","Parmer County, TX",5121,57786,2.6
"2708","TX","Pecos County, TX",6259,54003,3.6
"2709","TX","Polk County, TX",19046,58894,5.4
"2710","TX","Potter County, TX",55594,51028,3.1
"2711","TX","Presidio County, TX",3038,43666,6.3
"2712","TX","Rains County, TX",6702,45419,3.5
"2713","TX","Randall County, TX",76911,77066,2.9
"2714","TX","Reagan County, TX",1571,83195,3.6
"2715","TX","Real County, TX",1103,49467,5.1
"2716","TX","Red River County, TX",5027,47081,4.8
"2717","TX","Reeves County, TX",9177,53969,3.1
"2718","TX","Refugio County, TX",3085,50936,3.9
"2719","TX","Roberts County, TX",389,70814,3.6
"2720","TX","Robertson County, TX",8178,57796,3.6
"2721","TX","Rockwall County, TX",61012,124291,3.6
"2722","TX","Runnels County, TX",4677,52729,3.9
